RegionID,RegionName,StateName,3/31/2024
395150,"Taylorville, IL",IL,72
394335,"Arcadia, FL",FL,166
394786,"Lewisburg, TN",TN,108
395084,"Seneca Falls, NY",NY,39
394533,"Dickinson, ND",ND,87
786262,"Pella, IA",IA,77
395207,"Washington, IN",IN,68
395165,"Troy, AL",AL,93
753902,"Malvern, AR",AR,88
394613,"Frankfort, IN",IN,57
394815,"Madison, IN",IN,77
394414,"Brevard, NC",NC,240
395141,"Susanville, CA",CA,161
394835,"Martin, TN",TN,78
394984,"Plainview, TX",TX,110
845166,"Mount Gay, WV",WV,33
753878,"Dayton, TN",TN,92
753892,"Jackson, OH",OH,81
394433,"Cambridge, MD",MD,146
394962,"Paris, TN",TN,125
786261,"Jennings, LA",LA,91
394730,"Juneau, AK",AK,37
394481,"Coffeyville, KS",KS,143
394774,"Las Vegas, NM",NM,114
394383,"Berlin, NH",NH,124
394473,"Cleveland, MS",MS,38
394670,"Hastings, NE",NE,61
394376,"Beeville, TX",TX,131
394749,"Kingsville, TX",TX,88
395196,"Wabash, IN",IN,83
753871,"Breckenridge, CO",CO,334
786264,"St. Marys, PA",PA,46
786255,"Central City, KY",KY,77
394310,"Albert Lea, MN",MN,61
395093,"Sheridan, WY",WY,161
395176,"Union City, TN",TN,78
394855,"Miami, OK",OK,99
394708,"Iron Mountain, MI",MI,91
394725,"Jesup, GA",GA,80
394846,"McPherson, KS",KS,73
394751,"Kirksville, MO",MO,111
753901,"Ludington, MI",MI,87
394356,"Bainbridge, GA",GA,83
394320,"Alpena, MI",MI,72
395206,"Washington Court House, OH",OH,62
394673,"Hays, KS",KS,78
394606,"Fort Morgan, CO",CO,117
395185,"Van Wert, OH",OH,75
786260,"Hope, AR",AR,51
394740,"Kennett, MO",MO,98
753926,"Weatherford, OK",OK,110
394892,"Mountain Home, ID",ID,67
394864,"Mineral Wells, TX",TX,291
394795,"Lincoln, IL",IL,59
395100,"Silver City, NM",NM,113
753879,"Elkins, WV",WV,33
845161,"Bluffton, IN",IN,45
394812,"Macomb, IL",IL,91
394435,"Camden, AR",AR,88
394508,"Crescent City, CA",CA,83
394921,"North Vernon, IN",IN,60
786256,"Eufaula, AL",AL,89
395154,"Thomaston, GA",GA,98
845171,"Union, SC",SC,54
394642,"Grants, NM",NM,33
394381,"Bennettsville, SC",SC,23
394615,"Fredericksburg, TX",TX,268
395159,"Toccoa, GA",GA,119
753923,"The Dalles, OR",OR,98
394649,"Greensburg, IN",IN,66
394706,"Indianola, MS",MS,23
394758,"La Grande, OR",OR,98
753909,"Ottawa, KS",KS,63
394912,"New Ulm, MN",MN,34
394791,"Lexington, NE",NE,72
394643,"Great Bend, KS",KS,62
395110,"Spearfish, SD",SD,94
395214,"Wauchula, FL",FL,51
394830,"Marshall, MN",MN,45
394529,"Deming, NM",NM,72
394854,"Mexico, MO",MO,80
394584,"Fallon, NV",NV,74
394322,"Altus, OK",OK,99
395181,"Uvalde, TX",TX,134
753884,"Hailey, ID",ID,159
753921,"Steamboat Springs, CO",CO,147
395138,"Summerville, GA",GA,74
394869,"Moberly, MO",MO,93
394858,"Middlesborough, KY",KY,65
395236,"Woodward, OK",OK,105
395004,"Prineville, OR",OR,141
845170,"Scottsburg, IN",IN,60
845169,"Rockport, TX",TX,434
394687,"Hood River, OR",OR,55
394601,"Forrest City, AR",AR,36
394494,"Connersville, IN",IN,61
394868,"Mitchell, SD",SD,62
394831,"Marshall, MO",MO,71
394418,"Brookings, OR",OR,170
395241,"Yankton, SD",SD,40
395198,"Wahpeton, ND",ND,49
394818,"Magnolia, AR",AR,72
394564,"Elk City, OK",OK,125
394793,"Liberal, KS",KS,35
395239,"Worthington, MN",MN,47
394945,"Oskaloosa, IA",IA,34
394959,"Pampa, TX",TX,90
394470,"Clarksdale, MS",MS,28
395130,"Sterling, CO",CO,86
394371,"Beatrice, NE",NE,42
394718,"Jamestown, ND",ND,46
394784,"Levelland, TX",TX,103
394656,"Grenada, MS",MS,82
394837,"Maryville, MO",MO,53
394337,"Arkadelphia, AR",AR,91
394544,"Dumas, TX",TX,64
394659,"Guymon, OK",OK,44
394403,"Borger, TX",TX,75
394979,"Pierre, SD",SD,37
394700,"Huron, SD",SD,52
786254,"Carroll, IA",IA,55
395135,"Storm Lake, IA",IA,34
394498,"Cordele, GA",GA,65
394578,"Evanston, WY",WY,56
395014,"Raymondville, TX",TX,35
753914,"Port Lavaca, TX",TX,272
753908,"Othello, WA",WA,45
753925,"Vineyard Haven, MA",MA,119
394965,"Parsons, KS",KS,69
395003,"Price, UT",UT,123
786263,"Ruidoso, NM",NM,224
786257,"Fairmont, MN",MN,64
394996,"Portales, NM",NM,82
394805,"Los Alamos, NM",NM,29
786265,"West Point, MS",MS,43
394678,"Hereford, TX",TX,97
845168,"Pearsall, TX",TX,34
394330,"Andrews, TX",TX,65
786253,"Brownsville, TN",TN,61
395112,"Spirit Lake, IA",IA,96
394594,"Fitzgerald, GA",GA,44
753927,"Winnemucca, NV",NV,48
394841,"Maysville, KY",KY,53
395104,"Snyder, TX",TX,61
394676,"Helena, AR",AR,28
395111,"Spencer, IA",IA,44
394342,"Atchison, KS",KS,38
753880,"Fairfield, IA",IA,66
395186,"Vermillion, SD",SD,30
395142,"Sweetwater, TX",TX,76
394968,"Pecos, TX",TX,19
753929,"Zapata, TX",TX,38
394743,"Ketchikan, AK",AK,34
753874,"Craig, CO",CO,62
395188,"Vernon, TX",TX,38
394767,"Lamesa, TX",TX,39
